"block" "pop" "rec" "env" "generation" "rel.fitness" "fitness.gain" "fitness.gain.rel"
"C" "SHR7" "wt" "salt" "G40" 2.88524169782671 0.462896468700304 0.191094342430804
"C" "SLR0" "mut" "salt" "G0" 2.307559747044 0.0260901332185983 0.0114356698246145
"C" "SHR2" "wt" "salt" "G40" 3.47007804897288 1.04773281984647 0.432528281785965
"C" "SLR6" "mut" "salt" "G40" 2.59463482397551 0.313165210150107 0.137264685995539
"C" "SLR5" "mut" "salt" "G40" 3.22429495515002 0.94282534132462 0.413253516773235
"C" "SHR8" "wt" "salt" "G40" 3.12844793340173 0.706102704275324 0.291495487837616
"C" "SLR1" "mut" "salt" "G40" 2.86901577063027 0.587546156804871 0.2575296875507
"C" "SLR2" "mut" "salt" "G40" 2.777930518546 0.496460904720603 0.217605749255706
"C" "SHR0" "wt" "salt" "G0" 2.50871037798774 0.0863651488613324 0.0356535261047324
"C" "LR4" "mut" "ngm" "G40" 1.74972765714182 0.109628231344138 0.0668424301720725
"C" "LR0" "mut" "ngm" "G0" 1.62117658691031 -0.0189228388873703 -0.0115376169211003
"C" "HR1" "wt" "ngm" "G40" 2.47220645820315 0.243384955481369 0.109198944457487
"C" "HR0" "wt" "ngm" "G0" 2.29147893288753 0.0626574301657534 0.0281123589705312
"C" "HR4" "wt" "ngm" "G40" 2.12656422973171 -0.102257272990067 -0.0458795255094196
"C" "HR3" "wt" "ngm" "G40" 2.27756997146927 0.0487484687474948 0.0218718585979023
"C" "LR3" "mut" "ngm" "G40" 0.921458486182935 -0.718640939614747 -0.438169130670372
"C" "HR2" "wt" "ngm" "G40" 1.34570281860893 -0.883118684112844 -0.396226742713314
"C" "LR2" "mut" "ngm" "G40" 1.24441363181533 -0.395685793982355 -0.241257199263946
"C" "LR1" "mut" "ngm" "G40" 2.13790660557432 0.497807179776641 0.303522562075483
"C" "SHR5" "wt" "salt" "G40" 2.55821311597534 0.13586788684894 0.0560893984950028
"C" "SHR6" "wt" "salt" "G40" 2.84961009504439 0.427264865917981 0.176384794694219
"C" "SHR3" "wt" "salt" "G40" 2.98043274024676 0.558087511120361 0.230391401031483
"C" "SLR7" "mut" "salt" "G40" 2.71028515990496 0.428815546079561 0.187955843672428
"C" "SHR1" "wt" "salt" "G40" 2.77588632672151 0.353541097595108 0.145949922143265
"C" "SLR4" "mut" "salt" "G40" 2.57034177226106 0.288872158435661 0.126616702096374
"C" "SLR8" "mut" "salt" "G40" 1.97944808658186 -0.30202152724354 -0.132380254119244
"C" "SHR7" "wt" "salt" "G40" 2.20365790634198 -0.218687322784419 -0.0902791724956921
"C" "SLR0" "mut" "salt" "G0" 2.24231321282507 -0.039156401000326 -0.0171627975069418
"C" "SHR2" "wt" "salt" "G40" 3.37137121578939 0.949025986662984 0.391779823640267
"C" "SLR6" "mut" "salt" "G40" 2.99495026809062 0.713480654265222 0.312728536878872
"C" "SLR5" "mut" "salt" "G40" 2.43161193687658 0.15014232305118 0.0658094774268907
"C" "SHR8" "wt" "salt" "G40" 3.13933581735456 0.716990588228152 0.295990257543401
"C" "SLR1" "mut" "salt" "G40" 2.53210669480993 0.250637080984531 0.109857733570372
"C" "SLR2" "mut" "salt" "G40" 2.75797730782929 0.476507694003887 0.208859978286064
"C" "SHR0" "wt" "salt" "G0" 2.37030559952583 -0.0520396296005696 -0.0214831597803824
"C" "LR4" "mut" "ngm" "G40" 2.06692338552899 0.426823959731309 0.260242734688916
"C" "LR0" "mut" "ngm" "G0" 1.84366913714931 0.20356971135163 0.12412034791892
"C" "HR1" "wt" "ngm" "G40" 1.34631339903384 -0.882508103687938 -0.395952795057946
"C" "HR0" "wt" "ngm" "G0" 2.25147498150337 0.0226534787815944 0.0101638820129519
"C" "HR4" "wt" "ngm" "G40" 1.95446916152928 -0.274352341192499 -0.123093007159823
"C" "HR3" "wt" "ngm" "G40" 2.23410292114395 0.00528141842217433 0.00236960134121311
"C" "LR3" "mut" "ngm" "G40" 1.51876304959992 -0.121336376197758 -0.0739811101017517
"C" "HR2" "wt" "ngm" "G40" 1.88520930717049 -0.343612195551287 -0.154167659963652
"C" "LR2" "mut" "ngm" "G40" 1.17043516331742 -0.469664262480265 -0.286363286940265
"C" "LR1" "mut" "ngm" "G40" 2.25615532012429 0.616055894326605 0.375621065794215
"C" "SHR5" "wt" "salt" "G40" 2.35713387248371 -0.0652113566426951 -0.0269207526072627
"C" "SHR6" "wt" "salt" "G40" 2.99010451396631 0.567759284839902 0.234384132374335
"C" "SHR3" "wt" "salt" "G40" 3.58751149949548 1.16516627036907 0.481007519638015
"C" "SLR7" "mut" "salt" "G40" 2.58268707079474 0.301217456969339 0.132027818886564
"C" "SHR1" "wt" "salt" "G40" 2.35531763616939 -0.0670275929570159 -0.027670536862819
"C" "SLR4" "mut" "salt" "G40" 2.25381574800571 -0.0276538658196879 -0.012121075666364
"C" "SLR8" "mut" "salt" "G40" 2.13945705180927 -0.142012562016132 -0.0622460896062584
"C" "SHR7" "wt" "salt" "G40" 2.58839423344256 0.166049004316157 0.0685488601375128
"C" "SLR0" "mut" "salt" "G0" 2.29453588160713 0.0130662677817281 0.00572712768232742
"C" "SHR2" "wt" "salt" "G40" NA NA NA
"C" "SLR6" "mut" "salt" "G40" 3.02108009161997 0.739610477794573 0.324181603521096
"C" "SLR5" "mut" "salt" "G40" 2.43011553173311 0.148645917907709 0.065153582150266
"C" "SHR8" "wt" "salt" "G40" 3.17570630380552 0.75336107467912 0.311004833506252
"C" "SLR1" "mut" "salt" "G40" 2.5901471619034 0.308677548077996 0.135297681024306
"C" "SLR2" "mut" "salt" "G40" 2.67333902623274 0.391869412407343 0.171761837209081
"C" "SHR0" "wt" "salt" "G0" 2.38801970986564 -0.0343255192607632 -0.0141703663243502
"D" "LR0" "mut" "ngm" "G0" 1.99001546574295 0.0240704013005792 0.0122436795086167
"D" "LR3" "mut" "ngm" "G40" 2.23605596422528 0.270110899782906 0.137394937767258
"D" "HR3" "wt" "ngm" "G40" 2.41355610028204 0.632538752115801 0.355155862331757
"D" "HR2" "wt" "ngm" "G40" 1.66807555291798 -0.112941795248259 -0.063414202767056
"D" "HR4" "wt" "ngm" "G40" 1.85578955066923 0.074772202502984 0.0419828602904797
"D" "HR1" "wt" "ngm" "G40" 1.51502050827299 -0.265996839893254 -0.149351066213436
"D" "LR1" "mut" "ngm" "G40" 2.28328028338292 0.317335218940553 0.161416117204966
"D" "LR2" "mut" "ngm" "G40" 1.85591938643981 -0.110025678002561 -0.0559657947684155
"D" "LR4" "mut" "ngm" "G40" 2.00658650248918 0.0406414380468154 0.0206727231507575
"D" "HR0" "wt" "ngm" "G0" 1.6606538622056 -0.120363485960638 -0.0675813102463968
"D" "SLR6" "mut" "salt" "G40" 3.73228262761021 1.18833895919751 0.467124714258698
"D" "SHR3" "wt" "salt" "G40" 2.9297566073519 0.0684859902490573 0.0239355165637574
"D" "SHR6" "wt" "salt" "G40" 3.18556343606477 0.324292818961931 0.113338744340894
"D" "SHR8" "wt" "salt" "G40" 3.38449461263415 0.523223995531311 0.182864211586214
"D" "SHR2" "wt" "salt" "G40" 2.43149196726905 -0.429778649833791 -0.150205523121389
"D" "SLR5" "mut" "salt" "G40" 3.02154781878714 0.477604150374438 0.187741637641072
"D" "SLR8" "mut" "salt" "G40" 2.70348241652392 0.159538748111209 0.0627131607087643
"D" "SLR7" "mut" "salt" "G40" 2.54469141818591 0.000747749773208461 0.000293933306186434
"D" "SHR1" "wt" "salt" "G40" 2.6066152224658 -0.254655394637042 -0.0890008072339874
"D" "SLR2" "mut" "salt" "G40" 3.28809681898048 0.744153150567773 0.292519508119489
"D" "SLR4" "mut" "salt" "G40" NA NA NA
"D" "SHR7" "wt" "salt" "G40" 3.57601073725348 0.714740120150636 0.249798154665406
"D" "SLR1" "mut" "salt" "G40" 2.97498079963499 0.431037131222281 0.169436586420652
"D" "SHR0" "wt" "salt" "G0" 2.80931328645929 -0.0519573306435528 -0.0181588313712744
"D" "SHR5" "wt" "salt" "G40" 2.93668702911384 0.0754164120109957 0.026357664864066
"D" "SLR0" "mut" "salt" "G0" 2.74981257472149 0.205868906308782 0.0809251041463641
"D" "LR0" "mut" "ngm" "G0" 1.69305572493154 -0.272889339510828 -0.138808222287855
"D" "LR3" "mut" "ngm" "G40" 2.33443655029532 0.368491485852952 0.187437325954717
"D" "HR3" "wt" "ngm" "G40" 2.42395389356183 0.642936545395586 0.36099398248847
"D" "HR2" "wt" "ngm" "G40" 1.69085155399512 -0.0901657941711216 -0.0506260055602251
"D" "HR4" "wt" "ngm" "G40" 2.14638194624417 0.365364598077925 0.205143761487842
"D" "HR1" "wt" "ngm" "G40" 2.24048357467889 0.459466226512648 0.257979646849437
"D" "LR1" "mut" "ngm" "G40" 2.05716440006894 0.0912193356265665 0.0463997378545471
"D" "LR2" "mut" "ngm" "G40" 1.83562137431136 -0.130323690131011 -0.0662906062270753
"D" "LR4" "mut" "ngm" "G40" 1.9139199161945 -0.052025148247874 -0.0264631749832901
"D" "HR0" "wt" "ngm" "G0" 1.83257902200742 0.0515616738411766 0.0289506859067179
"D" "SLR6" "mut" "salt" "G40" 3.53280544925021 0.988861780837507 0.388712137425004
"D" "SHR3" "wt" "salt" "G40" 3.00332768441452 0.142057067311677 0.0496482459444945
"D" "SHR6" "wt" "salt" "G40" 3.58646510767041 0.725194490567566 0.253451905678833
"D" "SHR8" "wt" "salt" "G40" 3.06694740585186 0.205676788749023 0.0718830255060878
"D" "SHR2" "wt" "salt" "G40" 3.12739308597662 0.266122468873782 0.093008493248794
"D" "SLR5" "mut" "salt" "G40" 2.75124870677074 0.207305038358029 0.0814896339616582
"D" "SLR8" "mut" "salt" "G40" 3.22144697994796 0.677503311535257 0.266320091890237
"D" "SLR7" "mut" "salt" "G40" 3.38310910110771 0.839165432695006 0.329867930298395
"D" "SHR1" "wt" "salt" "G40" 2.82584466317382 -0.0354259539290172 -0.0123811965625563
"D" "SLR2" "mut" "salt" "G40" 3.49894999505455 0.955006326641845 0.375403881186458
"D" "SLR4" "mut" "salt" "G40" NA NA NA
"D" "SHR7" "wt" "salt" "G40" 3.41679385826264 0.555523241159798 0.194152638984665
"D" "SLR1" "mut" "salt" "G40" 3.53445218162624 0.990508513213535 0.389359452220718
"D" "SHR0" "wt" "salt" "G0" 2.82194624301227 -0.0393243740905729 -0.0137436752243975
"D" "SHR5" "wt" "salt" "G40" 3.15065638982876 0.289385772725921 0.101138903463433
"D" "SLR0" "mut" "salt" "G0" 2.39666302045748 -0.147280647955226 -0.0578946184162645
"D" "LR0" "mut" "ngm" "G0" 2.21476400265262 0.248818938210249 0.126564542779238
"D" "LR3" "mut" "ngm" "G40" 2.00621697880855 0.0402719143661805 0.0204847607873537
"D" "HR3" "wt" "ngm" "G40" 1.98672421149895 0.205706863332709 0.115499640441182
"D" "HR2" "wt" "ngm" "G40" 1.76377970238722 -0.0172376457790198 -0.00967853895233972
"D" "HR4" "wt" "ngm" "G40" 1.79146974204621 0.0104523938799654 0.00586877712939038
"D" "HR1" "wt" "ngm" "G40" 1.66953649083785 -0.111480857328388 -0.0625939199543283
"D" "LR1" "mut" "ngm" "G40" 2.22138314091225 0.255438076469876 0.129931441671454
"D" "LR2" "mut" "ngm" "G40" 0.979175736808799 -0.986769327633571 -0.501931282557716
"D" "LR4" "mut" "ngm" "G40" 1.99036620183929 0.024421137396925 0.0124220853566179
"D" "HR0" "wt" "ngm" "G0" 1.8498191602857 0.0688018121194611 0.0386306243396788
"D" "SLR6" "mut" "salt" "G40" 3.46808186801543 0.92413819960272 0.363269914769511
"D" "SHR3" "wt" "salt" "G40" 3.0803284951496 0.219057878046761 0.076559650365601
"D" "SHR6" "wt" "salt" "G40" 2.76478611232295 -0.0964845047798888 -0.0337208596080238
"D" "SHR8" "wt" "salt" "G40" 3.17253692404932 0.31126630694648 0.10878604249662
"D" "SHR2" "wt" "salt" "G40" 2.79976951921998 -0.0615010978828621 -0.0214943310553178
"D" "SLR5" "mut" "salt" "G40" 2.97443352375388 0.430489855341174 0.169221457489968
"D" "SLR8" "mut" "salt" "G40" 2.60161841018989 0.0576747417771837 0.0226713910741467
"D" "SLR7" "mut" "salt" "G40" 2.560172157063 0.0162284886502979 0.00637926415266254
"D" "SHR1" "wt" "salt" "G40" 2.57875366688299 -0.28251695021985 -0.0987382837999122
"D" "SLR2" "mut" "salt" "G40" 3.68067798792115 1.13673431950845 0.446839422438042
"D" "SLR4" "mut" "salt" "G40" NA NA NA
"D" "SHR7" "wt" "salt" "G40" 3.36580783644115 0.504537219338312 0.176333275266768
"D" "SLR1" "mut" "salt" "G40" 2.91453407140783 0.370590402995126 0.145675553903423
"D" "SHR0" "wt" "salt" "G0" 2.95255232183697 0.0912817047341252 0.0319025065956717
"D" "SHR5" "wt" "salt" "G40" 2.98413545582733 0.122864838724494 0.0429406565006771
"D" "SLR0" "mut" "salt" "G0" 2.48535541005915 -0.0585882583535557 -0.0230304857300995
